X,Y,FID,inci_no,descript,alm_date,alm_time,station,number,street,st_type,st_suffix,addr_2,apt_room,xst_prefix,xstreet,xst_type,xst_suffix,latitude,longitude,inci_type,clr_date,clr_time,alarms,complete,LastUpdateDate,StartDate,EndDate
-93.267226,45.000892,665,14-0001875,"Outside rubbish, trash or waste fire              ",2014/01/15 00:00:00,19:30:12,02 ,158     ,13                       ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.000892,-93.267226,151 ,2014/01/15 00:00:00,19:37:25,1,1,2014/01/17 05:51:30,Jan 15 2014  7:30PM,Jan 15 2014  7:37PM
-93.24725,44.970215,666,14-0008897,Passenger vehicle fire                            ,2014/03/17 00:00:00,22:15:11,07 ,        ,CEDAR                    ,AVE ,S ,                                        ,               ,  ,RIVERSIDE                ,AVE ,  ,44.970215,-93.24725,131 ,2014/03/17 00:00:00,22:58:58,1,1,2014/03/18 05:51:33,Mar 17 2014 10:15PM,Mar 17 2014 10:58PM
-93.284255,44.895204,667,14-0002499,Passenger vehicle fire                            ,2014/01/20 00:00:00,19:17:37,27 ,322     ,59half                   ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.895204,-93.284255,131 ,2014/01/20 00:00:00,20:30:58,1,1,2014/01/24 05:51:34,Jan 20 2014  7:17PM,Jan 20 2014  8:30PM
-93.217062,44.920773,668,14-0002502,"Excessive heat, scorch burns with no ignition     ",2014/01/20 00:00:00,19:53:03,21 ,4540    ,Snelling                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.920773,-93.217062,251 ,2014/01/20 00:00:00,20:14:47,1,1,2014/01/21 05:51:34,Jan 20 2014  7:53PM,Jan 20 2014  8:14PM
-93.277846,44.959098,669,14-0008127,Passenger vehicle fire                            ,2014/03/10 00:00:00,16:17:05,08 ,2403    ,NICOLLET                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.959098,-93.277846,131 ,2014/03/10 00:00:00,17:46:42,1,1,2014/03/13 05:51:37,Mar 10 2014  4:17PM,Mar 10 2014  5:46PM
-93.276882,44.875557,670,14-0000049,Building fire                                     ,2014/01/01 00:00:00,07:03:05,95 ,7021    ,1                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.875557,-93.276882,111 ,2014/01/01 00:00:00,07:37:34,1,1,2014/01/02 05:51:27,Jan  1 2014  7:03AM,Jan  1 2014  7:37AM
-93.224314,44.918749,671,14-0002595,Building fire                                     ,2014/01/21 00:00:00,15:51:57,21 ,4652    ,33                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.918749,-93.224314,111 ,2014/01/21 00:00:00,16:25:22,1,1,2014/01/22 05:51:33,Jan 21 2014  3:51PM,Jan 21 2014  4:25PM
-93.293064,45.012403,672,14-0008226,Passenger vehicle fire                            ,2014/03/11 00:00:00,16:53:50,14 ,3119    ,Dupont                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.012403,-93.293064,131 ,2014/03/11 00:00:00,17:29:52,1,1,2014/03/12 05:51:30,Mar 11 2014  4:53PM,Mar 11 2014  5:29PM
-93.317161,45.010318,673,14-0008232,Building fire                                     ,2014/03/11 00:00:00,18:17:39,14 ,2940    ,Washburn                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.010318,-93.317161,111 ,2014/03/11 00:00:00,21:49:12,1,1,2014/03/13 05:51:37,Mar 11 2014  6:17PM,Mar 11 2014  9:49PM
-93.279667,44.95171,674,14-0003395,"Cooking fire, confined to container               ",2014/01/28 00:00:00,19:30:13,08 ,2820    ,Blaisdell                ,AVE ,S ,                                        ,8              ,  ,                         ,    ,  ,44.95171,-93.279667,113 ,2014/01/28 00:00:00,19:50:14,1,1,2014/01/29 05:51:33,Jan 28 2014  7:30PM,Jan 28 2014  7:50PM
-93.239336,44.962751,675,14-0000076,"Cooking fire, confined to container               ",2014/01/01 00:00:00,12:45:38,07 ,2300    ,Franklin                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962751,-93.239336,113 ,2014/01/01 00:00:00,13:07:28,1,1,2014/01/02 05:51:27,Jan  1 2014 12:45PM,Jan  1 2014  1:07PM
-93.239336,44.962751,676,14-0003416,"Cooking fire, confined to container               ",2014/01/29 00:00:00,00:48:31,07 ,2300    ,Franklin                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962751,-93.239336,113 ,2014/01/29 00:00:00,01:02:55,1,1,2014/01/30 05:51:30,Jan 29 2014 12:48AM,Jan 29 2014  1:02AM
-93.299636,44.940422,677,14-0003286,"Cooking fire, confined to container               ",2014/01/27 00:00:00,21:13:38,22 ,3449    ,Holmes                   ,AVE ,S ,                                        ,lower          ,  ,                         ,    ,  ,44.940422,-93.299636,113 ,2014/01/27 00:00:00,21:29:39,1,1,2014/01/28 05:51:35,Jan 27 2014  9:13PM,Jan 27 2014  9:29PM
-93.277819,44.969839,678,14-0000590,"Cooking fire, confined to container               ",2014/01/05 00:00:00,14:22:19,06 ,1350    ,Nicollet                 ,AVE ,  ,                                        ,1005           ,  ,                         ,    ,  ,44.969839,-93.277819,113 ,2014/01/05 00:00:00,14:38:32,1,1,2014/01/06 05:51:37,Jan  5 2014  2:22PM,Jan  5 2014  2:38PM
-93.318433,44.995297,679,14-0000602,"Cooking fire, confined to container               ",2014/01/05 00:00:00,16:30:06,16 ,1606    ,Xerxes                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.995297,-93.318433,113 ,2014/01/05 00:00:00,16:42:05,1,1,2014/01/06 05:51:37,Jan  5 2014  4:30PM,Jan  5 2014  4:42PM
-93.215,44.999722,680,14-0000662,Passenger vehicle fire                            ,2014/01/06 00:00:00,03:10:22,11 ,3312    ,Broadway                 ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,44.999722,-93.215,131 ,2014/01/06 00:00:00,03:28:46,1,1,2014/01/08 05:51:34,Jan  6 2014  3:10AM,Jan  6 2014  3:28AM
-93.266407,44.958853,681,14-0000165,"Cooking fire, confined to container               ",2014/01/02 00:00:00,07:12:43,08 ,2414    ,Oakland                  ,AVE ,  ,                                        ,204            ,  ,                         ,    ,  ,44.958853,-93.266407,113 ,2014/01/02 00:00:00,07:51:19,1,1,2014/01/04 05:51:38,Jan  2 2014  7:12AM,Jan  2 2014  7:51AM
-93.219111,44.944971,682,14-0000630,"Cooking fire, confined to container               ",2014/01/05 00:00:00,19:47:15,21 ,3204    ,37                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.944971,-93.219111,113 ,2014/01/05 00:00:00,19:56:24,1,1,2014/01/06 05:51:37,Jan  5 2014  7:47PM,Jan  5 2014  7:56PM
-93.31475,44.998818,683,14-0000637,Passenger vehicle fire                            ,2014/01/05 00:00:00,21:23:10,14 ,2711    ,GOLDEN VALLEY            ,RD  ,  ,                                        ,               ,  ,                         ,    ,  ,44.998818,-93.31475,131 ,2014/01/05 00:00:00,22:30:40,1,1,2014/01/08 05:51:34,Jan  5 2014  9:23PM,Jan  5 2014 10:30PM
-93.268085,44.981821,684,14-0000418,Passenger vehicle fire                            ,2014/01/04 00:00:00,03:45:04,01 ,        ,Washington               ,AVE ,S ,                                        ,               ,  ,Nicollet                 ,MALL,  ,44.981821,-93.268085,131 ,2014/01/04 00:00:00,04:16:59,1,1,2014/01/05 05:51:29,Jan  4 2014  3:45AM,Jan  4 2014  4:16AM
-93.314604,45.002809,685,14-0000469,Passenger vehicle fire                            ,2014/01/04 00:00:00,13:48:52,14 ,2322    ,Upton                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.002809,-93.314604,131 ,2014/01/04 00:00:00,14:40:44,1,1,2014/01/08 05:51:34,Jan  4 2014  1:48PM,Jan  4 2014  2:40PM
-93.321365,44.946939,686,14-0003450,Dumpster or other outside trash receptacle fire   ,2014/01/29 00:00:00,09:23:48,22 ,3070    ,Excelsior                ,BLVD,  ,                                        ,203            ,  ,                         ,    ,  ,44.946939,-93.321365,154 ,2014/01/29 00:00:00,09:44:18,1,1,2014/01/30 05:51:30,Jan 29 2014  9:23AM,Jan 29 2014  9:44AM
-93.257267,44.970533,687,14-0014188,"Cooking fire, confined to container               ",2014/05/05 00:00:00,00:37:43,01 ,        ,11                       ,AVE ,S ,                                        ,               ,S ,7                        ,ST  ,  ,44.970533,-93.257267,113 ,2014/05/05 00:00:00,00:44:10,1,1,2014/05/05 05:51:27,May  5 2014 12:37AM,May  5 2014 12:44AM
-93.289303,44.962682,688,14-0001082,"Cooking fire, confined to container               ",2014/01/09 00:00:00,01:19:57,06 ,2003    ,Aldrich                  ,AVE ,S ,                                        ,206            ,  ,                         ,    ,  ,44.962682,-93.289303,113 ,2014/01/09 00:00:00,01:35:02,1,1,2014/01/09 05:51:30,Jan  9 2014  1:19AM,Jan  9 2014  1:35AM
-93.289358,44.949665,689,14-0001051,Passenger vehicle fire                            ,2014/01/08 00:00:00,19:06:17,08 ,2922    ,Aldrich                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.949665,-93.289358,131 ,2014/01/08 00:00:00,19:29:24,1,1,2014/01/10 05:51:29,Jan  8 2014  7:06PM,Jan  8 2014  7:29PM
-93.303498,45.002945,690,14-0003592,"Excessive heat, scorch burns with no ignition     ",2014/01/30 00:00:00,13:25:12,14 ,2321    ,James                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.002945,-93.303498,251 ,2014/01/30 00:00:00,14:07:36,1,1,2014/01/31 05:51:46,Jan 30 2014  1:25PM,Jan 30 2014  2:07PM
-93.305951,45.032296,691,14-0008754,"Cooking fire, confined to container               ",2014/03/16 00:00:00,17:37:35,20 ,4248    ,Newton                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.032296,-93.305951,113 ,2014/03/16 00:00:00,18:00:35,1,1,2014/03/18 05:51:33,Mar 16 2014  5:37PM,Mar 16 2014  6:00PM
-93.277803,44.903924,692,14-0008758,"Cooking fire, confined to container               ",2014/03/16 00:00:00,18:16:04,27 ,24      ,Diamond Lake             ,RD  ,E ,                                        ,               ,  ,                         ,    ,  ,44.903924,-93.277803,113 ,2014/03/16 00:00:00,18:27:12,1,1,2014/03/17 05:51:35,Mar 16 2014  6:16PM,Mar 16 2014  6:27PM
-93.263918,44.946433,693,14-0001258,Building fire                                     ,2014/01/10 00:00:00,13:22:28,05 ,3112    ,Columbus                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.946433,-93.263918,111 ,2014/01/10 00:00:00,14:02:40,1,1,2014/01/15 05:51:27,Jan 10 2014  1:22PM,Jan 10 2014  2:02PM
-93.288039,45.020302,694,14-0001521,Dumpster or other outside trash receptacle fire   ,2014/01/12 00:00:00,17:31:51,14 ,        ,36                       ,AVE ,N ,                                        ,               ,N ,Lyndale                  ,AVE ,  ,45.020302,-93.288039,154 ,2014/01/12 00:00:00,17:41:25,1,1,2014/01/13 05:51:29,Jan 12 2014  5:31PM,Jan 12 2014  5:41PM
-93.232773,44.98198,695,14-0001628,"Excessive heat, scorch burns with no ignition     ",2014/01/13 00:00:00,15:57:37,19 ,609     ,15                       ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.98198,-93.232773,251 ,2014/01/13 00:00:00,16:22:27,1,1,2014/01/14 05:51:38,Jan 13 2014  3:57PM,Jan 13 2014  4:22PM
-93.218872,44.970189,696,14-0003874,Passenger vehicle fire                            ,2014/02/01 00:00:00,18:53:56,19 ,48      ,Saint Marys              ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.970189,-93.218872,131 ,2014/02/01 00:00:00,20:22:02,1,1,2014/02/04 05:51:34,Feb  1 2014  6:53PM,Feb  1 2014  8:22PM
-93.225821,44.899851,697,14-0001760,"Cooking fire, confined to container               ",2014/01/14 00:00:00,19:42:14,12 ,5739    ,Bossen Terr              ,    ,  ,                                        ,4              ,  ,                         ,    ,  ,44.899851,-93.225821,113 ,2014/01/14 00:00:00,20:01:34,1,1,2014/01/15 05:51:27,Jan 14 2014  7:42PM,Jan 14 2014  8:01PM
-93.292733,45.04026,698,14-0001533,Building fire                                     ,2014/01/12 00:00:00,18:50:49,20 ,4700    ,Colfax                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.04026,-93.292733,111 ,2014/01/12 00:00:00,21:44:42,1,1,2014/01/14 05:51:38,Jan 12 2014  6:50PM,Jan 12 2014  9:44PM
-93.252403,44.95734,699,14-0001535,Passenger vehicle fire                            ,2014/01/12 00:00:00,19:10:37,05 ,        ,25                       ,ST  ,E ,                                        ,               ,  ,BLOOMINGTON              ,AVE ,  ,44.95734,-93.252403,131 ,2014/01/12 00:00:00,19:37:37,1,1,2014/01/13 05:51:29,Jan 12 2014  7:10PM,Jan 12 2014  7:37PM
-93.305682,45.004812,700,14-0001540,Building fire                                     ,2014/01/12 00:00:00,19:42:04,14 ,2436    ,NEWTON                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.004812,-93.305682,111 ,2014/01/12 00:00:00,21:42:05,1,1,2014/01/14 05:51:38,Jan 12 2014  7:42PM,Jan 12 2014  9:42PM
-93.294444,44.981667,701,14-0011003,"Cooking fire, confined to container               ",2014/04/06 00:00:00,14:15:07,16 ,350     ,Van White Memorial       ,BLVD,  ,                                        ,               ,  ,                         ,    ,  ,44.981667,-93.294444,113 ,2014/04/06 00:00:00,15:02:43,1,1,2014/04/07 05:51:41,Apr  6 2014  2:15PM,Apr  6 2014  3:02PM
-93.308114,44.9632,702,14-0017043,Outside equipment fire                            ,2014/05/29 00:00:00,20:04:23,22 ,1902    ,Oliver                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.9632,-93.308114,162 ,2014/05/29 00:00:00,20:16:27,1,1,2014/05/30 05:51:38,May 29 2014  8:04PM,May 29 2014  8:16PM
-93.289348,45.027563,703,14-0001821,Building fire                                     ,2014/01/15 00:00:00,12:24:38,20 ,4001    ,Aldrich                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.027563,-93.289348,111 ,2014/01/15 00:00:00,14:16:01,1,1,2014/01/17 05:51:30,Jan 15 2014 12:24PM,Jan 15 2014  2:16PM
-93.312563,44.957084,704,14-0001998,Building fire                                     ,2014/01/16 00:00:00,20:18:06,22 ,2530    ,Lake Of The Isles Pkwy   ,    ,W ,                                        ,               ,  ,                         ,    ,  ,44.957084,-93.312563,111 ,2014/01/17 00:00:00,00:32:37,3,1,2014/01/18 05:51:35,Jan 16 2014  8:18PM,Jan 17 2014 12:32AM
-93.296851,45.01326,705,14-0001782,"Cooking fire, confined to container               ",2014/01/15 00:00:00,00:04:13,14 ,3207    ,Girard                   ,AVE ,N ,                                        ,2              ,  ,                         ,    ,  ,45.01326,-93.296851,113 ,2014/01/15 00:00:00,00:13:32,1,1,2014/01/16 05:51:27,Jan 15 2014 12:04AM,Jan 15 2014 12:13AM
-93.302083,44.991497,706,14-0002089,"Cooking fire, confined to container               ",2014/01/17 00:00:00,15:44:28,04 ,1710    ,Plymouth                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.991497,-93.302083,113 ,2014/01/17 00:00:00,16:01:37,1,1,2014/01/18 05:51:35,Jan 17 2014  3:44PM,Jan 17 2014  4:01PM
-93.313438,45.024633,707,14-0008375,Passenger vehicle fire                            ,2014/03/13 00:00:00,06:33:01,14 ,3830    ,Thomas                   ,AVE ,N ,                                        ,1              ,  ,                         ,    ,  ,45.024633,-93.313438,131 ,2014/03/13 00:00:00,07:58:45,1,1,2014/03/27 05:51:53,Mar 13 2014  6:33AM,Mar 13 2014  7:58AM
-93.284677,45.050325,708,14-0009066,Passenger vehicle fire                            ,2014/03/19 00:00:00,15:54:12,20 ,3801    ,Interstate 94 Wb         ,    ,  ,                                        ,               ,  ,                         ,    ,  ,45.050325,-93.284677,131 ,2014/03/19 00:00:00,16:08:39,1,1,2014/03/21 05:51:33,Mar 19 2014  3:54PM,Mar 19 2014  4:08PM
-93.26518,44.951923,709,14-0002914,"Cooking fire, confined to container               ",2014/01/24 00:00:00,15:54:55,08 ,2801    ,Park                     ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.951923,-93.26518,113 ,2014/01/24 00:00:00,16:13:45,1,1,2014/01/25 05:51:30,Jan 24 2014  3:54PM,Jan 24 2014  4:13PM
-93.2229,44.969258,710,14-0001688,Passenger vehicle fire                            ,2014/01/14 00:00:00,04:09:43,19 ,        ,Huron Blvd Se To Eb I94  ,    ,  ,                                        ,               ,  ,Huron                    ,BLVD,  ,44.969258,-93.2229,131 ,2014/01/14 00:00:00,04:40:35,1,1,2014/01/20 05:51:30,Jan 14 2014  4:09AM,Jan 14 2014  4:40AM
-93.226944,44.951944,711,14-0001963,"Trash or rubbish fire, contained                  ",2014/01/16 00:00:00,13:03:47,07 ,3100    ,28                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.951944,-93.226944,118 ,2014/01/16 00:00:00,14:26:06,1,1,2014/01/24 05:51:34,Jan 16 2014  1:03PM,Jan 16 2014  2:26PM
-93.2625,44.951944,712,14-0004848,Building fire                                     ,2014/02/10 00:00:00,11:52:12,05 ,800     ,28                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.951944,-93.2625,111 ,2014/02/10 00:00:00,12:01:42,1,1,2014/02/11 05:51:34,Feb 10 2014 11:52AM,Feb 10 2014 12:01PM
-93.238194,44.963974,713,14-0011101,Road freight or transport vehicle fire            ,2014/04/07 00:00:00,13:34:09,07 ,2329    ,9                        ,ST  ,S ,                                        ,               ,  ,                         ,    ,  ,44.963974,-93.238194,132 ,2014/04/07 00:00:00,13:58:21,1,1,2014/04/08 05:51:30,Apr  7 2014  1:34PM,Apr  7 2014  1:58PM
-93.245,44.946111,714,14-0002616,Passenger vehicle fire                            ,2014/01/21 00:00:00,19:11:52,05 ,3131    ,19                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.946111,-93.245,131 ,2014/01/21 00:00:00,19:24:37,1,1,2014/01/22 05:51:33,Jan 21 2014  7:11PM,Jan 21 2014  7:24PM
-93.230278,44.9725,715,14-0002568,Passenger vehicle fire                            ,2014/01/21 00:00:00,11:59:11,19 ,605     ,Delaware                 ,ST  ,SE,                                        ,               ,  ,                         ,    ,  ,44.9725,-93.230278,131 ,2014/01/21 00:00:00,14:25:32,1,1,2014/01/24 05:51:34,Jan 21 2014 11:59AM,Jan 21 2014  2:25PM
-93.266389,44.983611,716,14-0002583,Building fire                                     ,2014/01/21 00:00:00,14:23:50,01 ,15      ,1                        ,ST  ,S ,                                        ,A709           ,  ,                         ,    ,  ,44.983611,-93.266389,111 ,2014/01/21 00:00:00,15:42:32,2,1,2014/01/24 05:51:34,Jan 21 2014  2:23PM,Jan 21 2014  3:42PM
-93.27833,44.892336,717,14-0005146,"Cooking fire, confined to container               ",2014/02/12 00:00:00,22:17:57,27 ,20      ,61                       ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.892336,-93.27833,113 ,2014/02/12 00:00:00,22:25:26,1,1,2014/02/14 05:51:34,Feb 12 2014 10:17PM,Feb 12 2014 10:25PM
-93.308265,45.019339,718,14-0014278,Dumpster or other outside trash receptacle fire   ,2014/05/05 00:00:00,19:41:47,14 ,3538    ,Penn                     ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.019339,-93.308265,154 ,2014/05/05 00:00:00,19:52:23,1,1,2014/05/06 05:51:29,May  5 2014  7:41PM,May  5 2014  7:52PM
-93.296838,45.008672,719,14-0014279,"Outside rubbish, trash or waste fire              ",2014/05/05 00:00:00,19:44:55,14 ,2801    ,GIRARD                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.008672,-93.296838,151 ,2014/05/05 00:00:00,20:04:06,1,1,2014/05/06 05:51:29,May  5 2014  7:44PM,May  5 2014  8:04PM
-93.263835,44.965236,720,14-0002983,Building fire                                     ,2014/01/25 00:00:00,03:18:57,06 ,719     ,18                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.965236,-93.263835,111 ,2014/01/25 00:00:00,04:09:29,1,1,2014/01/28 05:51:35,Jan 25 2014  3:18AM,Jan 25 2014  4:09AM
-93.303155,45.005197,721,14-0005380,Building fire                                     ,2014/02/14 00:00:00,22:57:00,14 ,2511    ,Logan                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.005197,-93.303155,111 ,2014/02/14 00:00:00,23:18:48,1,1,2014/02/19 05:51:35,Feb 14 2014 10:57PM,Feb 14 2014 11:18PM
-93.262624,44.944203,722,14-0003265,"Cooking fire, confined to container               ",2014/01/27 00:00:00,18:42:46,17 ,3233    ,Chicago                  ,AVE ,  ,                                        ,2              ,  ,                         ,    ,  ,44.944203,-93.262624,113 ,2014/01/27 00:00:00,19:04:37,1,1,2014/01/28 05:51:35,Jan 27 2014  6:42PM,Jan 27 2014  7:04PM
-93.270215,44.962688,723,14-0003476,"Excessive heat, scorch burns with no ignition     ",2014/01/29 00:00:00,13:33:38,06 ,2000    ,4                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.962688,-93.270215,251 ,2014/01/29 00:00:00,13:42:40,1,1,2014/01/30 05:51:30,Jan 29 2014  1:33PM,Jan 29 2014  1:42PM
-93.224722,44.974722,724,14-0003571,"Fuel burner/boiler malfunction, fire confined     ",2014/01/30 00:00:00,10:31:28,19 ,2221    ,University               ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.974722,-93.224722,116 ,2014/01/30 00:00:00,10:48:20,1,1,2014/02/01 05:51:30,Jan 30 2014 10:31AM,Jan 30 2014 10:48AM
-93.267138,44.967167,725,14-0003209,Passenger vehicle fire                            ,2014/01/27 00:00:00,08:05:13,06 ,620     ,16                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.967167,-93.267138,131 ,2014/01/27 00:00:00,08:34:51,1,1,2014/01/28 05:51:35,Jan 27 2014  8:05AM,Jan 27 2014  8:34AM
-93.240999,44.935349,726,14-0003232,"Excessive heat, scorch burns with no ignition     ",2014/01/27 00:00:00,13:17:06,21 ,3731    ,22                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.935349,-93.240999,251 ,2014/01/27 00:00:00,13:30:43,1,1,2014/01/28 05:51:35,Jan 27 2014  1:17PM,Jan 27 2014  1:30PM
-93.247366,45.007167,727,14-0003497,Building fire                                     ,2014/01/29 00:00:00,15:45:14,15 ,1844    ,Central                  ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.007167,-93.247366,111 ,2014/01/29 00:00:00,16:22:35,1,1,2014/01/30 05:51:30,Jan 29 2014  3:45PM,Jan 29 2014  4:22PM
-93.272757,44.96522,728,14-0003811,"Cooking fire, confined to container               ",2014/02/01 00:00:00,03:55:23,06 ,1800    ,3                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.96522,-93.272757,113 ,2014/02/01 00:00:00,04:13:00,1,1,2014/02/01 05:51:30,Feb  1 2014  3:55AM,Feb  1 2014  4:13AM
-93.277889,44.953225,729,14-0011378,Dumpster or other outside trash receptacle fire   ,2014/04/10 00:00:00,01:44:22,08 ,2728    ,NICOLLET                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.953225,-93.277889,154 ,2014/04/10 00:00:00,02:21:06,1,1,2014/04/13 05:51:57,Apr 10 2014  1:44AM,Apr 10 2014  2:21AM
-93.24895,44.987296,730,14-0006651,"Cooking fire, confined to container               ",2014/02/25 00:00:00,20:20:07,11 ,521     ,4                        ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.987296,-93.24895,113 ,2014/02/25 00:00:00,20:43:36,1,1,2014/02/26 05:51:40,Feb 25 2014  8:20PM,Feb 25 2014  8:43PM
-93.277917,44.941067,731,14-0005349,"Explosion (no fire), Other                        ",2014/02/14 00:00:00,18:03:58,17 ,3415    ,Nicollet                 ,AVE ,  ,                                        ,105            ,  ,                         ,    ,  ,44.941067,-93.277917,240 ,2014/02/14 00:00:00,18:18:45,1,1,2014/02/15 05:51:32,Feb 14 2014  6:03PM,Feb 14 2014  6:18PM
-93.244871,44.982819,732,14-0005357,"Trash or rubbish fire, contained                  ",2014/02/14 00:00:00,19:01:56,11 ,800     ,University               ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.982819,-93.244871,118 ,2014/02/14 00:00:00,19:16:10,1,1,2014/02/15 05:51:32,Feb 14 2014  7:01PM,Feb 14 2014  7:16PM
-93.27278,44.922706,733,14-0004672,Passenger vehicle fire                            ,2014/02/08 00:00:00,20:28:31,17 ,4432    ,3                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.922706,-93.27278,131 ,2014/02/08 00:00:00,20:57:45,1,1,2014/02/09 05:51:27,Feb  8 2014  8:28PM,Feb  8 2014  8:57PM
-93.280192,44.999112,734,14-0004469,Passenger vehicle fire                            ,2014/02/06 00:00:00,21:50:22,04 ,        ,2                        ,ST  ,N ,                                        ,               ,W ,Broadway                 ,    ,  ,44.999112,-93.280192,131 ,2014/02/06 00:00:00,22:24:31,1,1,2014/02/07 05:51:35,Feb  6 2014  9:50PM,Feb  6 2014 10:24PM
-93.267008,44.967168,735,14-0011398,"Outside rubbish, trash or waste fire              ",2014/04/10 00:00:00,07:56:39,06 ,625     ,16                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.967168,-93.267008,151 ,2014/04/10 00:00:00,08:14:14,1,1,2014/04/11 05:51:50,Apr 10 2014  7:56AM,Apr 10 2014  8:14AM
-93.270242,44.919699,736,14-0004676,Passenger vehicle fire                            ,2014/02/08 00:00:00,21:00:38,17 ,400     ,46                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.919699,-93.270242,131 ,2014/02/08 00:00:00,21:14:31,1,1,2014/02/09 05:51:27,Feb  8 2014  9:00PM,Feb  8 2014  9:14PM
-93.292588,44.991975,737,14-0011099,Dumpster or other outside trash receptacle fire   ,2014/04/07 00:00:00,13:22:33,04 ,1000    ,Plymouth                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.991975,-93.292588,154 ,2014/04/07 00:00:00,16:01:05,1,1,2014/04/16 05:51:40,Apr  7 2014  1:22PM,Apr  7 2014  4:01PM
-93.277198,45.010944,738,14-0011225,"Special outside fire, Other                       ",2014/04/08 00:00:00,16:14:48,14 ,3018    ,Pacific                  ,ST  ,  ,                                        ,               ,  ,                         ,    ,  ,45.010944,-93.277198,160 ,2014/04/08 00:00:00,16:29:22,1,1,2014/04/13 05:51:57,Apr  8 2014  4:14PM,Apr  8 2014  4:29PM
-93.231944,44.998611,739,14-0006077,"Excessive heat, scorch burns with no ignition     ",2014/02/21 00:00:00,03:50:11,11 ,2015    ,Broadway                 ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,44.998611,-93.231944,251 ,2014/02/21 00:00:00,04:04:31,1,1,2014/02/22 05:51:40,Feb 21 2014  3:50AM,Feb 21 2014  4:04AM
-93.249938,44.944666,740,14-0004958,"Trash or rubbish fire, contained                  ",2014/02/11 00:00:00,10:36:18,05 ,3204    ,17                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.944666,-93.249938,118 ,2014/02/11 00:00:00,10:53:30,1,1,2014/02/12 05:51:40,Feb 11 2014 10:36AM,Feb 11 2014 10:53AM
-93.294087,44.959122,741,14-0004959,Building fire                                     ,2014/02/11 00:00:00,10:48:00,08 ,2400    ,Hennepin                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.959122,-93.294087,111 ,2014/02/11 00:00:00,10:59:51,1,1,2014/02/12 05:51:40,Feb 11 2014 10:48AM,Feb 11 2014 10:59AM
