X,Y,OBJECTID,inci_no,descript,alm_date,alm_time,station,number,street,st_type,st_suffix,addr_2,apt_room,xst_prefix,xstreet,xst_type,xst_suffix,latitude,longitude,inci_type,clr_date,clr_time,alarms,complete,LastUpdateDate,StartDate,EndDate
-93.300883757,44.9438189860001,42,18-0001429,Passenger vehicle fire                            ,2018/01/10 00:00:00,11:15:55,22 ,3241    ,Humboldt                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.943811,-93.300876,131 ,2018/01/10 00:00:00,11:38:55,1,1,2020/05/12 10:51:51,2018/01/10 11:15:55,2018/01/10 11:38:54
-93.221105742,45.000815,43,18-0001468,Passenger vehicle fire                            ,2018/01/10 00:00:00,15:06:47,15 ,        ,Interstate 35w Nb        ,    ,  ,                                        ,               ,  ,Stinson Blvd Ne To Nb I35,    ,  ,45.000807,-93.221098,131 ,2018/01/10 00:00:00,15:35:18,1,1,2020/05/12 10:51:51,2018/01/10 15:06:47,2018/01/10 15:35:17
-93.2652207419999,44.9137429840001,44,18-0001739,"Outside rubbish, trash or waste fire              ",2018/01/12 00:00:00,12:41:18,27 ,4932    ,PARK                     ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.913735,-93.265213,151 ,2018/01/12 00:00:00,12:57:07,1,1,2020/05/12 10:51:51,2018/01/12 12:41:18,2018/01/12 12:57:07
-93.297053768,45.0344039990001,45,18-0001792,Building fire                                     ,2018/01/12 00:00:00,19:09:40,20 ,4350    ,GIRARD                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.034396,-93.297046,111 ,2018/01/12 00:00:00,20:54:43,1,1,2020/05/12 10:51:51,2018/01/12 19:09:40,2018/01/12 20:54:43
-93.2198517369999,44.970328995,46,18-0001808,"Cooking fire, confined to container               ",2018/01/12 00:00:00,21:23:46,19 ,2704    ,Essex                    ,ST  ,SE,                                        ,               ,  ,                         ,    ,  ,44.970321,-93.219844,113 ,2018/01/12 00:00:00,21:41:35,1,1,2020/05/12 10:51:51,2018/01/12 21:23:46,2018/01/12 21:41:35
-93.249461746,44.971662994,47,18-0001856,"Excessive heat, scorch burns with no ignition     ",2018/01/13 00:00:00,09:18:05,07 ,        ,Hiawatha Av To 4         ,ST  ,S ,                                        ,               ,SE,4 St S To Washington     ,AVE ,  ,44.971655,-93.249454,251 ,2018/01/13 00:00:00,09:27:10,1,1,2020/05/12 10:51:51,2018/01/13 09:18:05,2018/01/13 09:27:10
-93.2931707559999,44.952890988,48,18-0001901,"Cooking fire, confined to container               ",2018/01/13 00:00:00,14:45:57,08 ,2747    ,Dupont                   ,AVE ,S ,                                        ,204            ,  ,                         ,    ,  ,44.952883,-93.293163,113 ,2018/01/13 00:00:00,15:11:48,1,1,2020/05/12 10:51:51,2018/01/13 14:45:56,2018/01/13 15:11:48
-93.23321674,44.9639709940001,49,18-0001908,Overpressure rupture of steam pipe or pipeline    ,2018/01/13 00:00:00,15:29:47,07 ,2515    ,9                        ,ST  ,S ,                                        ,               ,  ,                         ,    ,  ,44.963963,-93.233209,211 ,2018/01/13 00:00:00,16:16:27,1,1,2020/05/12 10:51:51,2018/01/13 15:29:47,2018/01/13 16:16:26
-93.2610987479999,44.9625259910001,50,18-0001965,"Cooking fire, confined to container               ",2018/01/13 00:00:00,22:29:37,07 ,2020    ,Elliot                   ,AVE ,S ,                                        ,304            ,  ,                         ,    ,  ,44.962518,-93.261091,113 ,2018/01/13 00:00:00,23:16:12,1,1,2020/05/12 10:51:51,2018/01/13 22:29:37,2018/01/13 23:16:11
-93.210117726,44.9084819870001,51,18-0001991,"Chimney or flue fire, confined to chimney or flue ",2018/01/14 00:00:00,04:29:09,12 ,5229    ,44                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.908474,-93.21011,114 ,2018/01/14 00:00:00,04:55:08,1,1,2020/05/12 10:51:51,2018/01/14 04:29:09,2018/01/14 04:55:08
-93.3001887629999,44.988981993,52,18-0002036,Passenger vehicle fire                            ,2018/01/14 00:00:00,15:14:45,16 ,        ,11                       ,AVE ,N ,                                        ,               ,N ,Irving                   ,AVE ,  ,44.988974,-93.300181,131 ,2018/01/14 00:00:00,15:32:08,1,1,2020/05/12 10:51:51,2018/01/14 15:14:45,2018/01/14 15:32:08
-93.256611747,44.9627289920001,53,18-0002057,Building fire                                     ,2018/01/14 00:00:00,17:10:55,07 ,1314    ,Franklin                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962721,-93.256604,111 ,2018/01/14 00:00:00,18:18:48,1,1,2020/05/12 10:51:51,2018/01/14 17:10:55,2018/01/14 18:18:48
-93.2941997619999,44.995240994,54,18-0002067,Building fire                                     ,2018/01/14 00:00:00,18:26:50,04 ,1105    ,16                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.995233,-93.294192,111 ,2018/01/14 00:00:00,19:05:41,1,1,2020/05/12 10:51:51,2018/01/14 18:26:50,2018/01/14 19:05:41
-93.257552746,44.95305999,55,18-0002082,Overpressure rupture of boiler from air or gas    ,2018/01/14 00:00:00,20:40:50,05 ,2721    ,12                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.953052,-93.257545,222 ,2018/01/14 00:00:00,20:57:37,1,1,2020/05/12 10:51:51,2018/01/14 20:40:50,2018/01/14 20:57:37
-93.2941997619999,44.995240994,56,18-0002101,"Outside rubbish, trash or waste fire              ",2018/01/14 00:00:00,22:20:11,04 ,1105    ,16                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.995233,-93.294192,151 ,2018/01/14 00:00:00,22:34:49,1,1,2020/05/12 10:51:51,2018/01/14 22:20:11,2018/01/14 22:34:49
-93.273569755,44.9885809940001,57,18-0002103,"Cooking fire, confined to container               ",2018/01/14 00:00:00,22:30:02,04 ,602     ,1                        ,ST  ,N ,                                        ,               ,  ,                         ,    ,  ,44.988573,-93.273562,113 ,2018/01/14 00:00:00,23:04:17,1,1,2020/05/12 10:51:51,2018/01/14 22:30:02,2018/01/14 23:04:17
-93.2994537599999,44.9679609900001,58,18-0002124,"Special outside fire, Other                       ",2018/01/15 00:00:00,02:20:10,06 ,        ,Irving                   ,AVE ,S ,                                        ,               ,  ,Mount Curve              ,AVE ,  ,44.967953,-93.299446,160 ,2018/01/15 00:00:00,02:42:44,1,1,2020/05/12 10:51:51,2018/01/15 02:20:10,2018/01/15 02:42:44
-93.222046738,44.9724119960001,59,18-0002212,"Cooking fire, confined to container               ",2018/01/15 00:00:00,17:58:48,19 ,2508    ,Delaware                 ,ST  ,SE,                                        ,               ,  ,                         ,    ,  ,44.972404,-93.222039,113 ,2018/01/15 00:00:00,18:21:56,1,1,2020/05/12 10:51:51,2018/01/15 17:58:48,2018/01/15 18:21:56
-93.256732754,45.015095999,60,18-0002225,"Special outside fire, Other                       ",2018/01/15 00:00:00,20:44:07,15 ,2606    ,Washington               ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.015088,-93.256725,160 ,2018/01/15 00:00:00,21:50:02,1,1,2020/05/12 10:51:51,2018/01/15 20:44:06,2018/01/15 21:50:02
-93.274042747,44.9285469860001,61,18-0002281,Building fire                                     ,2018/01/16 00:00:00,07:33:10,17 ,4109    ,2                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.928539,-93.274035,111 ,2018/01/16 00:00:00,08:28:21,1,1,2020/05/12 10:51:51,2018/01/16 07:33:09,2018/01/16 08:28:20
-93.295610766,45.021183998,62,18-0002300,Building fire                                     ,2018/01/16 00:00:00,10:07:18,14 ,3645    ,Fremont                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.021176,-93.295603,111 ,2018/01/16 00:00:00,12:38:57,1,1,2020/05/12 10:51:51,2018/01/16 10:07:17,2018/01/16 12:38:57
-93.274543749,44.943722988,63,18-0002322,Passenger vehicle fire                            ,2018/01/16 00:00:00,12:53:50,17 ,        ,Interstate 35w Nb        ,    ,  ,                                        ,               ,E ,Nb I35w To 31            ,ST  ,  ,44.943715,-93.274536,131 ,2018/01/16 00:00:00,13:30:23,1,1,2020/05/12 10:51:51,2018/01/16 12:53:50,2018/01/16 13:30:22
-93.247368743,44.9555459910001,64,18-0002427,Passenger vehicle fire                            ,2018/01/17 00:00:00,06:43:05,05 ,        ,Cedar                    ,AVE ,S ,                                        ,               ,E ,26                       ,ST  ,  ,44.955538,-93.247361,131 ,2018/01/17 00:00:00,07:25:02,1,1,2020/05/12 10:51:51,2018/01/17 06:43:05,2018/01/17 07:25:02
-93.21552774,45.003625001,65,18-0002513,Dumpster or other outside trash receptacle fire   ,2018/01/17 00:00:00,19:32:56,15 ,3109    ,Ridgeway Pkwy            ,    ,  ,                                        ,               ,  ,                         ,    ,  ,45.003617,-93.21552,154 ,2018/01/17 00:00:00,19:42:37,1,1,2020/05/12 10:51:51,2018/01/17 19:32:56,2018/01/17 19:42:37
-93.2473477509999,45.015467,66,18-0002601,Building fire                                     ,2018/01/18 00:00:00,14:20:04,15 ,2628    ,Central                  ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.015459,-93.24734,111 ,2018/01/18 00:00:00,17:15:21,1,1,2020/05/12 10:51:51,2018/01/18 14:20:04,2018/01/18 17:15:20
-93.2652067509999,44.9764749930001,67,18-0002645,"Trash or rubbish fire, contained                  ",2018/01/18 00:00:00,19:45:03,01 ,501     ,4                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.976467,-93.265199,118 ,2018/01/18 00:00:00,20:00:01,1,1,2020/05/12 10:51:51,2018/01/18 19:45:02,2018/01/18 20:00:00
-93.298113765,45.0113809960001,68,18-0002694,Dumpster or other outside trash receptacle fire   ,2018/01/19 00:00:00,10:07:43,14 ,1501    ,30                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.011373,-93.298106,154 ,2018/01/19 00:00:00,10:20:46,1,1,2020/05/12 10:51:51,2018/01/19 10:07:43,2018/01/19 10:20:46
-93.277205759,45.0109519970001,69,18-0002789,Outside stationary compactor/compacted trash fire ,2018/01/19 00:00:00,22:35:26,14 ,3018    ,Pacific                  ,ST  ,  ,                                        ,               ,  ,                         ,    ,  ,45.010944,-93.277198,155 ,2018/01/19 00:00:00,22:49:53,1,1,2020/05/12 10:51:51,2018/01/19 22:35:26,2018/01/19 22:49:52
-93.268923751,44.968925992,70,18-0002801,"Cooking fire, confined to container               ",2018/01/20 00:00:00,00:28:25,06 ,501     ,14                       ,ST  ,E ,                                        ,22             ,  ,                         ,    ,  ,44.968918,-93.268916,113 ,2018/01/20 00:00:00,01:00:47,1,1,2020/05/12 10:51:51,2018/01/20 00:28:25,2018/01/20 01:00:47
-93.221105732,44.9269409890001,71,18-0002860,"Outside rubbish, trash or waste fire              ",2018/01/20 00:00:00,12:31:25,21 ,3527    ,42                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.926933,-93.221098,151 ,2018/01/20 00:00:00,12:42:05,1,1,2020/05/12 10:51:51,2018/01/20 12:31:25,2018/01/20 12:42:05
-93.265437751,44.974009993,72,18-0002895,Garbage dump or sanitary landfill fire            ,2018/01/20 00:00:00,17:02:21,01 ,        ,5                        ,AVE ,S ,                                        ,               ,S ,7                        ,ST  ,  ,44.974002,-93.26543,152 ,2018/01/20 00:00:00,17:10:44,1,1,2020/05/12 10:51:51,2018/01/20 17:02:20,2018/01/20 17:10:44
-93.212598729,44.9288289900001,73,18-0003008,Building fire                                     ,2018/01/21 00:00:00,13:02:25,21 ,4213    ,41                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.928821,-93.212591,111 ,2018/01/21 00:00:00,14:38:11,1,1,2020/05/12 10:51:51,2018/01/21 13:02:24,2018/01/21 14:38:11
-93.3226857609999,44.9282319820001,74,18-0003069,Building fire                                     ,2018/01/21 00:00:00,20:56:00,28 ,4127    ,Abbott                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.928224,-93.322678,111 ,2018/01/21 00:00:00,23:12:42,1,1,2020/05/12 10:51:51,2018/01/21 20:55:59,2018/01/21 23:12:41
-93.3226857609999,44.9282319820001,75,18-0003069,Building fire                                     ,2018/01/21 00:00:00,20:56:00,28 ,4127    ,Abbott                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.928224,-93.322678,111 ,2018/01/21 00:00:00,23:12:42,1,1,2020/05/12 10:51:51,2018/01/21 20:55:59,2018/01/21 23:12:41
-93.2849317599999,45.0025849960001,76,18-0003087,Building fire                                     ,2018/01/22 00:00:00,02:29:44,04 ,2301    ,4                        ,ST  ,N ,                                        ,               ,  ,                         ,    ,  ,45.002577,-93.284924,111 ,2018/01/22 00:00:00,04:56:22,1,1,2020/05/12 10:51:51,2018/01/22 02:29:44,2018/01/22 04:56:22
-93.3226857609999,44.9282319820001,77,18-0003097,Building fire                                     ,2018/01/22 00:00:00,07:12:08,28 ,4127    ,ABBOTT                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.928224,-93.322678,111 ,2018/01/22 00:00:00,09:01:03,1,1,2020/05/12 10:51:51,2018/01/22 07:12:08,2018/01/22 09:01:03
