X,Y,OBJECTID,inci_no,descript,alm_date,alm_time,station,number,street,st_type,st_suffix,addr_2,apt_room,xst_prefix,xstreet,xst_type,xst_suffix,latitude,longitude,inci_type,clr_date,clr_time,alarms,complete,LastUpdateDate,StartDate,EndDate
-93.2815637579999,44.995527995,11,17-0000500,Passenger vehicle fire                            ,2017/01/04 00:00:00,07:47:07,04 ,1624    ,Washington               ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.99552,-93.281556,131 ,2017/01/04 00:00:00,07:57:13,1,1,2020/05/12 10:51:51,2017/01/04 07:47:07,2017/01/04 07:57:13
-93.260055747,44.9569169910001,12,17-0000606,Building fire                                     ,2017/01/04 00:00:00,23:29:09,05 ,2523    ,10                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.956909,-93.260048,111 ,2017/01/05 00:00:00,00:42:57,1,1,2020/05/12 10:51:51,2017/01/04 23:29:08,2017/01/05 00:42:57
-93.231590737,44.9468569910001,13,17-0000618,Passenger vehicle fire                            ,2017/01/05 00:00:00,04:38:39,21 ,2800    ,31                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.946849,-93.231583,131 ,2017/01/05 00:00:00,05:12:35,1,1,2020/05/12 10:51:51,2017/01/05 04:38:39,2017/01/05 05:12:35
-93.305721768,45.0137699960001,14,17-0000636,"Outside rubbish, trash or waste fire              ",2017/01/05 00:00:00,09:27:06,14 ,3230    ,Newton                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.013762,-93.305714,151 ,2017/01/05 00:00:00,09:36:48,1,1,2020/05/12 10:51:51,2017/01/05 09:27:05,2017/01/05 09:36:48
-93.277205759,45.0109519970001,15,17-0000638,Outside storage fire                              ,2017/01/05 00:00:00,09:30:04,14 ,3018    ,Pacific                  ,ST  ,  ,                                        ,               ,  ,                         ,    ,  ,45.010944,-93.277198,161 ,2017/01/05 00:00:00,09:41:57,1,1,2020/05/12 10:51:51,2017/01/05 09:30:04,2017/01/05 09:41:57
-93.2671677499999,44.963955991,16,17-0000650,"Cooking fire, confined to container               ",2017/01/05 00:00:00,10:20:39,06 ,620     ,19                       ,ST  ,E ,                                        ,C              ,  ,                         ,    ,  ,44.963948,-93.26716,113 ,2017/01/05 00:00:00,10:50:02,1,1,2020/05/12 10:51:51,2017/01/05 10:20:39,2017/01/05 10:50:02
-93.280342756,44.978902992,17,17-0000677,Building fire                                     ,2017/01/05 00:00:00,14:11:07,16 ,53      ,Glenwood                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.978895,-93.280335,111 ,2017/01/05 00:00:00,15:08:24,1,1,2020/05/12 10:51:51,2017/01/05 14:11:07,2017/01/05 15:08:24
-93.29104776,44.9887899930001,18,17-0000696,"Cooking fire, confined to container               ",2017/01/05 00:00:00,15:45:09,16 ,1041    ,Aldrich                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.988782,-93.29104,113 ,2017/01/05 00:00:00,16:18:50,1,1,2020/05/12 10:51:51,2017/01/05 15:45:09,2017/01/05 16:18:50
-93.307176763,44.978948991,19,17-0000707,"Trash or rubbish fire, contained                  ",2017/01/05 00:00:00,17:10:16,16 ,2108    ,2                        ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.978941,-93.307169,118 ,2017/01/05 00:00:00,17:28:07,1,1,2020/05/12 10:51:51,2017/01/05 17:10:16,2017/01/05 17:28:06
-93.291463767,45.040281001,20,17-0000760,Passenger vehicle fire                            ,2017/01/05 00:00:00,23:18:07,20 ,4701    ,Bryant                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.040273,-93.291456,131 ,2017/01/06 00:00:00,01:38:03,1,1,2020/05/12 10:51:51,2017/01/05 23:18:06,2017/01/06 01:38:02
-93.291463767,45.040281001,21,17-0000760,Passenger vehicle fire                            ,2017/01/05 00:00:00,23:18:07,20 ,4701    ,Bryant                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.040273,-93.291456,131 ,2017/01/06 00:00:00,01:38:03,1,1,2020/05/12 10:51:51,2017/01/05 23:18:06,2017/01/06 01:38:02
-93.291463767,45.040281001,22,17-0000760,Building fire                                     ,2017/01/05 00:00:00,23:18:07,20 ,4701    ,Bryant                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.040273,-93.291456,111 ,2017/01/06 00:00:00,01:38:03,1,1,2020/05/12 10:51:51,2017/01/05 23:18:06,2017/01/06 01:38:02
-93.291463767,45.040281001,23,17-0000760,Passenger vehicle fire                            ,2017/01/05 00:00:00,23:18:07,20 ,4701    ,Bryant                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.040273,-93.291456,131 ,2017/01/06 00:00:00,01:38:03,1,1,2020/05/12 10:51:51,2017/01/05 23:18:06,2017/01/06 01:38:02
-93.303178766,45.010291995,24,17-0000764,"Trash or rubbish fire, contained                  ",2017/01/05 00:00:00,23:41:09,14 ,2938    ,LOGAN                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.010284,-93.303171,118 ,2017/01/06 00:00:00,00:28:38,1,1,2020/05/12 10:51:51,2017/01/05 23:41:09,2017/01/06 00:28:38
-93.312188771,45.0250259970001,25,17-0000792,"Outside rubbish, trash or waste fire              ",2017/01/06 00:00:00,08:27:44,14 ,3851    ,Sheridan                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.025018,-93.312181,151 ,2017/01/06 00:00:00,08:35:48,1,1,2020/05/12 10:51:51,2017/01/06 08:27:44,2017/01/06 08:35:48
-93.252337745,44.961830992,26,17-0000815,"Cooking fire, confined to container               ",2017/01/06 00:00:00,11:06:23,07 ,2100    ,Bloomington              ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.961823,-93.25233,113 ,2017/01/06 00:00:00,11:21:30,1,1,2020/05/12 10:51:51,2017/01/06 11:06:23,2017/01/06 11:21:30
-93.3057297679999,45.0195689970001,27,17-0000850,Building fire                                     ,2017/01/06 00:00:00,16:08:11,14 ,3551    ,Newton                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.019561,-93.305722,111 ,2017/01/06 00:00:00,18:37:16,1,1,2020/05/12 10:51:51,2017/01/06 16:08:11,2017/01/06 18:37:16
-93.258695749,44.9776179940001,28,17-0000869,"Outside rubbish, trash or waste fire              ",2017/01/06 00:00:00,18:08:02,01 ,233     ,Park                     ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.97761,-93.258688,151 ,2017/01/06 00:00:00,18:17:32,1,1,2020/05/12 10:51:51,2017/01/06 18:08:02,2017/01/06 18:17:32
-93.22424174,44.9844069970001,29,17-0000889,"Cooking fire, confined to container               ",2017/01/06 00:00:00,20:29:19,19 ,832     ,20                       ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.984399,-93.224234,113 ,2017/01/06 00:00:00,20:40:26,1,1,2020/05/12 10:51:51,2017/01/06 20:29:19,2017/01/06 20:40:26
-93.222046738,44.9724119960001,30,17-0000896,"Cooking fire, confined to container               ",2017/01/06 00:00:00,21:32:04,19 ,2508    ,Delaware                 ,ST  ,SE,                                        ,               ,  ,                         ,    ,  ,44.972404,-93.222039,113 ,2017/01/06 00:00:00,21:53:31,1,1,2020/05/12 10:51:51,2017/01/06 21:32:04,2017/01/06 21:53:31
-93.30956177,45.021322997,31,17-0000921,Building fire                                     ,2017/01/07 00:00:00,02:00:26,14 ,3647    ,Queen                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.021315,-93.309554,111 ,2017/01/07 00:00:00,03:51:16,1,1,2020/05/12 10:51:51,2017/01/07 02:00:26,2017/01/07 03:51:16
-93.2888667669999,45.042871001,32,17-0000923,"Trash or rubbish fire, contained                  ",2017/01/07 00:00:00,02:32:07,20 ,4842    ,Camden                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.042863,-93.288859,118 ,2017/01/07 00:00:00,02:58:28,1,1,2020/05/12 10:51:51,2017/01/07 02:32:07,2017/01/07 02:58:28
-93.23334074,44.963896994,33,17-0000986,"Cooking fire, confined to container               ",2017/01/07 00:00:00,15:26:48,07 ,2515    ,9                        ,ST  ,S ,                                        ,               ,  ,                         ,    ,  ,44.963889,-93.233333,113 ,2017/01/07 00:00:00,15:40:50,1,1,2020/05/12 10:51:51,2017/01/07 15:26:48,2017/01/07 15:40:50
-93.299751751,44.906203981,34,17-0000987,"Chimney or flue fire, confined to chimney or flue ",2017/01/07 00:00:00,15:31:45,28 ,5340    ,Irving                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.906196,-93.299744,114 ,2017/01/07 00:00:00,15:59:56,1,1,2020/05/12 10:51:51,2017/01/07 15:31:45,2017/01/07 15:59:56
-93.278102745,44.9038689820001,35,17-0001010,Passenger vehicle fire                            ,2017/01/07 00:00:00,19:23:24,27 ,5457    ,Nicollet                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.903861,-93.278095,131 ,2017/01/07 00:00:00,20:07:44,1,1,2020/05/12 10:51:51,2017/01/07 19:23:23,2017/01/07 20:07:44
-93.220354732,44.929263989,36,17-0001071,"Cooking fire, confined to container               ",2017/01/08 00:00:00,08:48:32,21 ,4052    ,Minnehaha                ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.929256,-93.220347,113 ,2017/01/08 00:00:00,09:05:43,1,1,2020/05/12 10:51:51,2017/01/08 08:48:32,2017/01/08 09:05:42
-93.205007725,44.9141749880001,37,17-0001077,"Cooking fire, confined to container               ",2017/01/08 00:00:00,10:02:46,12 ,5101    ,Minnehaha                ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.914167,-93.205,113 ,2017/01/08 00:00:00,10:42:07,1,1,2020/05/12 10:51:51,2017/01/08 10:02:46,2017/01/08 10:42:07
-93.256300744,44.945653989,38,17-0001098,Passenger vehicle fire                            ,2017/01/08 00:00:00,14:09:22,05 ,        ,Powderhorn Terr          ,    ,  ,                                        ,               ,S ,13                       ,AVE ,  ,44.945646,-93.256293,131 ,2017/01/08 00:00:00,15:04:43,1,1,2020/05/12 10:51:51,2017/01/08 14:09:22,2017/01/08 15:04:43
-93.256300744,44.945653989,39,17-0001098,Passenger vehicle fire                            ,2017/01/08 00:00:00,14:09:22,05 ,        ,Powderhorn Terr          ,    ,  ,                                        ,               ,S ,13                       ,AVE ,  ,44.945646,-93.256293,131 ,2017/01/08 00:00:00,15:04:43,1,1,2020/05/12 10:51:51,2017/01/08 14:09:22,2017/01/08 15:04:43
-93.310781767,44.999762993,40,17-0001131,Passenger vehicle fire                            ,2017/01/08 00:00:00,19:38:47,14 ,2007    ,Russell                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.999755,-93.310774,131 ,2017/01/08 00:00:00,20:57:03,1,1,2020/05/12 10:51:51,2017/01/08 19:38:47,2017/01/08 20:57:03
-93.286538763,45.0203099980001,41,17-0001154,Building fire                                     ,2017/01/08 00:00:00,22:50:22,14 ,601     ,36                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.020302,-93.286531,111 ,2017/01/09 00:00:00,00:17:40,1,1,2020/05/12 10:51:51,2017/01/08 22:50:22,2017/01/09 00:17:40
-93.205007725,44.9141749880001,42,17-0001159,"Cooking fire, confined to container               ",2017/01/08 00:00:00,23:54:49,12 ,5101    ,Minnehaha                ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.914167,-93.205,113 ,2017/01/09 00:00:00,00:14:32,1,1,2020/05/12 10:51:51,2017/01/08 23:54:49,2017/01/09 00:14:32
-93.2528497489999,44.989197996,43,17-0001245,"Cooking fire, confined to container               ",2017/01/09 00:00:00,15:34:53,11 ,522     ,Hennepin                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.98919,-93.252842,113 ,2017/01/09 00:00:00,15:43:29,1,1,2020/05/12 10:51:51,2017/01/09 15:34:53,2017/01/09 15:43:29
-93.240937742,44.962756993,44,17-0001316,Passenger vehicle fire                            ,2017/01/10 00:00:00,02:44:27,07 ,        ,Franklin                 ,AVE ,E ,                                        ,               ,S ,22                       ,AVE ,  ,44.962749,-93.24093,131 ,2017/01/10 00:00:00,03:59:54,1,1,2020/05/12 10:51:51,2017/01/10 02:44:27,2017/01/10 03:59:54
-93.2230637279999,44.8988969850001,45,17-0001406,Passenger vehicle fire                            ,2017/01/10 00:00:00,20:17:53,12 ,5750    ,34                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.898889,-93.223056,131 ,2017/01/10 00:00:00,20:28:52,1,1,2020/05/12 10:51:51,2017/01/10 20:17:53,2017/01/10 20:28:52
-93.260246753,44.9988799970001,46,17-0001417,Building fire                                     ,2017/01/10 00:00:00,21:26:17,02 ,1115    ,5                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,44.998872,-93.260239,111 ,2017/01/11 00:00:00,02:34:18,1,1,2020/05/12 10:51:51,2017/01/10 21:26:17,2017/01/11 02:34:17
-93.2995807569999,44.946392986,47,17-0001421,Building fire                                     ,2017/01/10 00:00:00,22:38:51,22 ,3111    ,HOLMES                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.946385,-93.299573,111 ,2017/01/11 00:00:00,00:30:40,1,1,2020/05/12 10:51:51,2017/01/10 22:38:51,2017/01/11 00:30:40
-93.242000745,44.9818849960001,48,17-0001568,"Cooking fire, confined to container               ",2017/01/11 00:00:00,21:54:47,11 ,316     ,10                       ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.981877,-93.241993,113 ,2017/01/11 00:00:00,22:02:01,1,1,2020/05/12 10:51:51,2017/01/11 21:54:47,2017/01/11 22:02:00
-93.2650247449999,44.934162987,49,17-0001619,Passenger vehicle fire                            ,2017/01/12 00:00:00,11:17:27,17 ,        ,38                       ,ST  ,E ,                                        ,               ,  ,Park                     ,AVE ,  ,44.934155,-93.265017,131 ,2017/01/12 00:00:00,11:44:07,1,1,2020/05/12 10:51:51,2017/01/12 11:17:26,2017/01/12 11:44:06
-93.302090764,44.991504993,50,17-0001621,"Cooking fire, confined to container               ",2017/01/12 00:00:00,11:28:22,04 ,1710    ,Plymouth                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.991497,-93.302083,113 ,2017/01/12 00:00:00,11:47:09,1,1,2020/05/12 10:51:51,2017/01/12 11:28:22,2017/01/12 11:47:09
-93.2599887439999,44.9352939880001,51,17-0001642,Passenger vehicle fire                            ,2017/01/12 00:00:00,15:08:09,17 ,3736    ,10                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.935286,-93.259981,131 ,2017/01/12 00:00:00,15:48:26,1,1,2020/05/12 10:51:51,2017/01/12 15:08:08,2017/01/12 15:48:25
-93.2250177339999,44.93568199,52,17-0001649,"Cooking fire, confined to container               ",2017/01/12 00:00:00,15:31:33,21 ,3710    ,Minnehaha                ,AVE ,  ,                                        ,3              ,  ,                         ,    ,  ,44.935674,-93.22501,113 ,2017/01/12 00:00:00,15:47:52,1,1,2020/05/12 10:51:51,2017/01/12 15:31:33,2017/01/12 15:47:52
-93.27278175,44.95551999,53,17-0001737,Outside equipment fire                            ,2017/01/13 00:00:00,08:01:57,08 ,2601    ,3                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.955512,-93.272774,162 ,2017/01/13 00:00:00,08:19:36,1,1,2020/05/12 10:51:51,2017/01/13 08:01:56,2017/01/13 08:19:35
-93.251195744,44.9536809910001,54,17-0001771,"Excessive heat, scorch burns with no ignition     ",2017/01/13 00:00:00,13:01:01,05 ,2704    ,16                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.953673,-93.251188,251 ,2017/01/13 00:00:00,13:10:49,1,1,2020/05/12 10:51:51,2017/01/13 13:01:01,2017/01/13 13:10:49
-93.279326745,44.9041439820001,55,17-0001865,"Cooking fire, confined to container               ",2017/01/14 00:00:00,05:27:01,27 ,100     ,Diamond Lake             ,RD  ,W ,                                        ,               ,  ,                         ,    ,  ,44.904136,-93.279319,113 ,2017/01/14 00:00:00,06:02:51,1,1,2020/05/12 10:51:51,2017/01/14 05:27:01,2017/01/14 06:02:50
-93.267616746,44.938663987,56,17-0001880,"Cooking fire, confined to container               ",2017/01/14 00:00:00,09:47:16,17 ,3551    ,Portland                 ,AVE ,  ,                                        ,FL 1           ,  ,                         ,    ,  ,44.938656,-93.267609,113 ,2017/01/14 00:00:00,10:06:19,1,1,2020/05/12 10:51:51,2017/01/14 09:47:15,2017/01/14 10:06:18
-93.25418075,44.990009996,57,17-0001967,Dumpster or other outside trash receptacle fire   ,2017/01/14 00:00:00,22:52:38,11 ,503     ,1                        ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,44.990002,-93.254173,154 ,2017/01/14 00:00:00,23:18:18,1,1,2020/05/12 10:51:51,2017/01/14 22:52:38,2017/01/14 23:18:17
-93.2575627529999,45.005460998,58,17-0001990,Passenger vehicle fire                            ,2017/01/15 00:00:00,03:40:28,02 ,1717    ,Washington               ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.005453,-93.257555,131 ,2017/01/15 00:00:00,03:54:12,1,1,2020/05/12 10:51:51,2017/01/15 03:40:28,2017/01/15 03:54:12
-93.272379759,45.0174479990001,59,17-0002025,Building fire                                     ,2017/01/15 00:00:00,10:18:51,02 ,2735    ,Marshall                 ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.01744,-93.272372,111 ,2017/01/15 00:00:00,11:13:48,1,1,2020/05/12 10:51:51,2017/01/15 10:18:51,2017/01/15 11:13:48
-93.2931667559999,44.953749988,60,17-0002044,"Special outside fire, Other                       ",2017/01/15 00:00:00,13:40:05,08 ,        ,Dupont                   ,AVE ,S ,                                        ,               ,W ,27                       ,ST  ,  ,44.953742,-93.293159,160 ,2017/01/15 00:00:00,13:52:52,1,1,2020/05/12 10:51:51,2017/01/15 13:40:05,2017/01/15 13:52:52
-93.299599756,44.9447309860001,61,17-0002111,"Cooking fire, confined to container               ",2017/01/16 00:00:00,01:31:26,22 ,3200    ,Holmes                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.944723,-93.299592,113 ,2017/01/16 00:00:00,01:58:47,1,1,2020/05/12 10:51:51,2017/01/16 01:31:26,2017/01/16 01:58:47
-93.2708417539999,44.9866719940001,62,17-0002135,Garbage dump or sanitary landfill fire            ,2017/01/16 00:00:00,09:08:34,04 ,360     ,1                        ,ST  ,N ,                                        ,               ,  ,                         ,    ,  ,44.986664,-93.270834,152 ,2017/01/16 00:00:00,09:55:56,1,1,2020/05/12 10:51:51,2017/01/16 09:08:34,2017/01/16 09:55:56
-93.28068676,45.0131149970001,63,17-0002137,Outside equipment fire                            ,2017/01/16 00:00:00,09:31:21,14 ,        ,2                        ,ST  ,N ,                                        ,               ,N ,Lowry                    ,AVE ,  ,45.013107,-93.280679,162 ,2017/01/16 00:00:00,09:41:50,1,1,2020/05/12 10:51:51,2017/01/16 09:31:21,2017/01/16 09:41:50
-93.209259733,44.9600109950001,64,17-0002199,Passenger vehicle fire                            ,2017/01/16 00:00:00,16:02:45,19 ,1100-110,Interstate 94 Eb         ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.960003,-93.209252,131 ,2017/01/16 00:00:00,16:36:29,1,1,2020/05/12 10:51:51,2017/01/16 16:02:45,2017/01/16 16:36:28
-93.287047749,44.9190669830001,65,17-0002221,Cultivated trees or nursery stock fire            ,2017/01/16 00:00:00,19:28:15,27 ,4628    ,GARFIELD                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.919059,-93.28704,173 ,2017/01/16 00:00:00,19:41:32,1,1,2020/05/12 10:51:51,2017/01/16 19:28:15,2017/01/16 19:41:32
-93.261378749,44.9700659920001,66,17-0002303,Passenger vehicle fire                            ,2017/01/17 00:00:00,09:55:08,01 ,        ,9                        ,AVE ,S ,                                        ,               ,S ,Elliot                   ,AVE ,  ,44.970058,-93.261371,131 ,2017/01/17 00:00:00,11:00:05,1,1,2020/05/12 10:51:51,2017/01/17 09:55:08,2017/01/17 11:00:05
-93.295699756,44.9537319880001,67,17-0002370,Building fire                                     ,2017/01/17 00:00:00,18:10:02,08 ,2701    ,Fremont                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.953724,-93.295692,111 ,2017/01/17 00:00:00,19:22:33,1,1,2020/05/12 10:51:51,2017/01/17 18:10:02,2017/01/17 19:22:32
-93.288107754,44.9481729870001,68,17-0002387,"Fuel burner/boiler malfunction, fire confined     ",2017/01/17 00:00:00,20:16:07,08 ,3012    ,Lyndale                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.948165,-93.2881,116 ,2017/01/17 00:00:00,20:28:18,1,1,2020/05/12 10:51:51,2017/01/17 20:16:07,2017/01/17 20:28:17
-93.279336754,44.9674369910001,69,17-0002389,"Special outside fire, Other                       ",2017/01/17 00:00:00,20:35:56,06 ,1522    ,Lasalle                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.967429,-93.279329,160 ,2017/01/17 00:00:00,21:07:05,1,1,2020/05/12 10:51:51,2017/01/17 20:35:56,2017/01/17 21:07:05
-93.316293754,44.892375977,70,17-0002396,Building fire                                     ,2017/01/17 00:00:00,21:25:23,28 ,6113    ,Vincent                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.892368,-93.316286,111 ,2017/01/17 00:00:00,22:31:13,1,1,2020/05/12 10:51:51,2017/01/17 21:25:23,2017/01/17 22:31:13
-93.2995337679999,45.0294589980001,71,17-0002404,Passenger vehicle fire                            ,2017/01/17 00:00:00,22:09:51,20 ,        ,41                       ,AVE ,N ,                                        ,               ,N ,Irving                   ,AVE ,  ,45.029451,-93.299526,131 ,2017/01/17 00:00:00,23:20:23,1,1,2020/05/12 10:51:51,2017/01/17 22:09:51,2017/01/17 23:20:23
-93.2780337519999,44.96091599,72,17-0002431,"Cooking fire, confined to container               ",2017/01/18 00:00:00,06:31:35,08 ,12      ,22                       ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.960908,-93.278026,113 ,2017/01/18 00:00:00,06:49:10,1,1,2020/05/12 10:51:51,2017/01/18 06:31:34,2017/01/18 06:49:10
-93.302991772,45.047648001,73,17-0002466,Building fire                                     ,2017/01/18 00:00:00,12:38:57,20 ,5106    ,Knox                     ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.04764,-93.302984,111 ,2017/01/18 00:00:00,13:23:49,1,1,2020/05/12 10:51:51,2017/01/18 12:38:57,2017/01/18 13:23:49
-93.287347766,45.039309001,74,17-0002541,"Cooking fire, confined to container               ",2017/01/18 00:00:00,22:43:54,20 ,4643    ,Lyndale                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.039301,-93.28734,113 ,2017/01/18 00:00:00,23:16:47,1,1,2020/05/12 10:51:51,2017/01/18 22:43:54,2017/01/18 23:16:47
-93.314627768,44.9957239930001,75,17-0002771,"Cooking fire, confined to container               ",2017/01/20 00:00:00,18:34:12,16 ,1630    ,Upton                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.995716,-93.31462,113 ,2017/01/20 00:00:00,18:46:05,1,1,2020/05/12 10:51:51,2017/01/20 18:34:12,2017/01/20 18:46:05
-93.3096787649999,44.9862589910001,76,17-0002816,Building fire                                     ,2017/01/21 00:00:00,01:57:44,16 ,818     ,Queen                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.986251,-93.309671,111 ,2017/01/21 00:00:00,05:15:41,2,1,2020/05/12 10:51:51,2017/01/21 01:57:44,2017/01/21 05:15:41
-93.277785754,44.9697299910001,77,17-0002878,"Cooking fire, confined to container               ",2017/01/21 00:00:00,18:05:17,06 ,15      ,Grant                    ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.969722,-93.277778,113 ,2017/01/21 00:00:00,18:30:54,1,1,2020/05/12 10:51:51,2017/01/21 18:05:17,2017/01/21 18:30:54
